# authority: IEEE Std 1003.1-2017 and The Open Group Base Specifications Issue 7, 2018 edition
# source: source member and assertion hashes are derived from the pinned SUSv4 Issue 7 archive
# derivation: every prose, list, and definition assertion in each selected source section, excluding Examples sections
# snapshot-count: 2644
# ordered-requirement-sha256: 27a3bac20484cf355b2f0ca9a9228ce0604cd19e252d5a9489cfc44269a05e0d
# q35_case invariant: open rows retain their parent probe; closed rows require an assertion-specific executable case
# state invariant: every recursive requirement is exactly open or closed and every open row has a falsifier
requirement	row	domain	parent	ordinal	assertion	assertion_sha256	implementation_requirement	q35_case	state	witness	next_action	falsifier
utility:bc.r010	utility:bc	utility	bc	10	See the INPUT FILES section.	1c8f34f0971e3257013048718d022d9f990b13027c18bc58832d0653442844b4	Implement the complete SUSv4 Issue 7 bc utility contract, including options, operands, errors, environment, output, and exit status.	utility:bc.q35	open	missing:utility:bc.r010_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject utility:bc.r010.
utility:bc.r011	utility:bc	utility	bc	11	Input files shall be text files containing a sequence of comments, statements, and function definitions that shall be executed as they are read.	be21c80ecc22b4f9c9710b84f3e77bcc41190257d6d84f875eaa9ff0829f8c56	Implement the complete SUSv4 Issue 7 bc utility contract, including options, operands, errors, environment, output, and exit status.	utility:bc.q35	open	missing:utility:bc.r011_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject utility:bc.r011.
utility:bc.r012	utility:bc	utility	bc	12	The following environment variables shall affect the execution of bc:	e439260013d9712c213b8c912d2b6d0c82ffdce53f13b9859517384e29d56928	Implement the complete SUSv4 Issue 7 bc utility contract, including options, operands, errors, environment, output, and exit status.	utility:bc.q35	open	missing:utility:bc.r012_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject utility:bc.r012.
utility:bc.r013	utility:bc	utility	bc	13	LANG	0d5d4ebd6f3086e733f2862137b0263b0545de5ea654b7e50bcd9b56575e6bba	Implement the complete SUSv4 Issue 7 bc utility contract, including options, operands, errors, environment, output, and exit status.	utility:bc.q35	open	missing:utility:bc.r013_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject utility:bc.r013.
utility:bc.r014	utility:bc	utility	bc	14	Provide a default value for the internationalization variables that are unset or null. (See XBD Internationalization Variables for the precedence of internationalization variables used to determine the values of locale categories.)	e85fc338b0b3346c5eca37c188afab3ff3db74a6db58ed9847462e85aea797a2	Implement the complete SUSv4 Issue 7 bc utility contract, including options, operands, errors, environment, output, and exit status.	utility:bc.q35	open	missing:utility:bc.r014_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject utility:bc.r014.
utility:bc.r015	utility:bc	utility	bc	15	LC_ALL	35f08b08f5e4598f9ff8f9db68d8def9f372b6ff91e4719502a8b2e75404a4a5	Implement the complete SUSv4 Issue 7 bc utility contract, including options, operands, errors, environment, output, and exit status.	utility:bc.q35	open	missing:utility:bc.r015_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject utility:bc.r015.
utility:bc.r016	utility:bc	utility	bc	16	If set to a non-empty string value, override the values of all the other internationalization variables.	2beeea54f763955860d88024f9d14a8a9bb9a8294ec801b6587d70e8e41998c4	Implement the complete SUSv4 Issue 7 bc utility contract, including options, operands, errors, environment, output, and exit status.	utility:bc.q35	open	missing:utility:bc.r016_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject utility:bc.r016.
utility:bc.r017	utility:bc	utility	bc	17	LC_CTYPE	fd9b65ffcebc1d1c2c0776b82f2f2d06a26f0255fec45f6e4e223ce7aa92691a	Implement the complete SUSv4 Issue 7 bc utility contract, including options, operands, errors, environment, output, and exit status.	utility:bc.q35	open	missing:utility:bc.r017_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject utility:bc.r017.
utility:bc.r018	utility:bc	utility	bc	18	Determine the locale for the interpretation of sequences of bytes of text data as characters (for example, single-byte as opposed to multi-byte characters in arguments and input files).	eaf3221f72c90f91c884fa44bf14694a83e510232cb0e47c5da59b152ff26a8a	Implement the complete SUSv4 Issue 7 bc utility contract, including options, operands, errors, environment, output, and exit status.	utility:bc.q35	open	missing:utility:bc.r018_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject utility:bc.r018.
utility:bc.r019	utility:bc	utility	bc	19	LC_MESSAGES	3169c5b2fbfb04a4a2c6f844d443a5dae55779722d6d3fb59e163f6bdc77a47c	Implement the complete SUSv4 Issue 7 bc utility contract, including options, operands, errors, environment, output, and exit status.	utility:bc.q35	open	missing:utility:bc.r019_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject utility:bc.r019.
utility:bc.r020	utility:bc	utility	bc	20	Determine the locale that should be used to affect the format and contents of diagnostic messages written to standard error.	74115f3d90acb11cf7109fbfb4f926a403abd6cd6bd6b0468be465d98cc16c50	Implement the complete SUSv4 Issue 7 bc utility contract, including options, operands, errors, environment, output, and exit status.	utility:bc.q35	open	missing:utility:bc.r020_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject utility:bc.r020.
utility:bc.r021	utility:bc	utility	bc	21	NLSPATH	3032043b2b426e42b95e37ba4805bfd9c0ac10de38de035ff2165fbfa886ad39	Implement the complete SUSv4 Issue 7 bc utility contract, including options, operands, errors, environment, output, and exit status.	utility:bc.q35	open	missing:utility:bc.r021_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject utility:bc.r021.
utility:bc.r022	utility:bc	utility	bc	22	[XSI] Determine the location of message catalogs for the processing of LC_MESSAGES.	ef2cb0cf509673d545e0f4f73e2a9d2716d428881b0bb6cdba70783d6436420a	Implement the complete SUSv4 Issue 7 bc utility contract, including options, operands, errors, environment, output, and exit status.	utility:bc.q35	open	missing:utility:bc.r022_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject utility:bc.r022.
utility:bc.r023	utility:bc	utility	bc	23	Default.	df324cf0dd55811739de9296ba43f61ee6290a63b6d56c4843530429ddee1dc5	Implement the complete SUSv4 Issue 7 bc utility contract, including options, operands, errors, environment, output, and exit status.	utility:bc.q35	open	missing:utility:bc.r023_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject utility:bc.r023.
utility:bc.r024	utility:bc	utility	bc	24	The output of the bc utility shall be controlled by the program read, and consist of zero or more lines containing the value of all executed expressions without assignments. The radix and precision of the output shall be controlled by the values of the obase and scale variables; see the EXTENDED DESCRIPTION section.	96422fcd5023d860a6a2f123e10a681f21111cc75f3c793f3c346bd614ba76e6	Implement the complete SUSv4 Issue 7 bc utility contract, including options, operands, errors, environment, output, and exit status.	utility:bc.q35	open	missing:utility:bc.r024_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject utility:bc.r024.
utility:bc.r025	utility:bc	utility	bc	25	The standard error shall be used only for diagnostic messages.	fee2ab7d8ad78caea6810d862fc70ecc016bf4d8f835d906fbe70b39fa4bf666	Implement the complete SUSv4 Issue 7 bc utility contract, including options, operands, errors, environment, output, and exit status.	utility:bc.q35	open	missing:utility:bc.r025_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject utility:bc.r025.
utility:bc.r026	utility:bc	utility	bc	26	None.	903ea500e7ccf842c1312b6c2f964e3e98ff146456cecec717e9a0e122bf735f	Implement the complete SUSv4 Issue 7 bc utility contract, including options, operands, errors, environment, output, and exit status.	utility:bc.q35	open	missing:utility:bc.r026_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject utility:bc.r026.
utility:bc.r027	utility:bc	utility	bc	27	The grammar in this section and the lexical conventions in the following section shall together describe the syntax for bc programs. The general conventions for this style of grammar are described in Grammar Conventions. A valid program can be represented as the non-terminal symbol program in the grammar. This formal syntax shall take precedence over the text syntax description.	3ab04abad20dc5c8b2db355c3c55bf33aa7ee14ac178cc6963fe1026793c3c75	Implement the complete SUSv4 Issue 7 bc utility contract, including options, operands, errors, environment, output, and exit status.	utility:bc.q35	open	missing:utility:bc.r027_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject utility:bc.r027.
utility:bc.r028	utility:bc	utility	bc	28	The lexical conventions for bc programs, with respect to the preceding grammar, shall be as follows:	ea68c83abe1543775f4522cc73c0cd40af7894a0cb0d6f12e9f226f3dbaea23b	Implement the complete SUSv4 Issue 7 bc utility contract, including options, operands, errors, environment, output, and exit status.	utility:bc.q35	open	missing:utility:bc.r028_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject utility:bc.r028.
utility:bc.r029	utility:bc	utility	bc	29	Except as noted, bc shall recognize the longest possible token or delimiter beginning at a given point.	6ef27db7d461a64e0a666b20008f63a31d570d7d0b8ae840ad6fc7f7d31f8b80	Implement the complete SUSv4 Issue 7 bc utility contract, including options, operands, errors, environment, output, and exit status.	utility:bc.q35	open	missing:utility:bc.r029_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject utility:bc.r029.
