# authority: IEEE Std 1003.1-2017 and The Open Group Base Specifications Issue 7, 2018 edition
# source: susv4-2018/utilities/V3_chap02.html
# derivation: every prose, list, and definition assertion in each selected parent section, excluding Examples sections
# snapshot-count: 724
# ordered-requirement-sha256: da00cbb9b7af9b288ad1ae2e533a0c5076e3729b0068a176e968cb36f41ae6c3
# state invariant: every recursive requirement is exactly open or closed and every open row has a falsifier
requirement	parent	ordinal	assertion	assertion_sha256	implementation_requirement	state	witness	next_action	falsifier
tag_18_08.r018	tag_18_08	18	Redirection error with special built-in utilities	8a2e4c401ad9f3f4321f8fd382b2d28bbee201efeed5d421ef49523024b0c85d	Return command statuses and handle shell errors without masking specified diagnostics, abort behavior, or continuation behavior.	open	missing:tag_18_08.r018_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject tag_18_08.r018.
tag_18_08.r019	tag_18_08	19	shall exit	2ecb0e5145b339706c7b8be6238ff31670009b0db74e67d9ffdd848f18025245	Return command statuses and handle shell errors without masking specified diagnostics, abort behavior, or continuation behavior.	open	missing:tag_18_08.r019_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject tag_18_08.r019.
tag_18_08.r020	tag_18_08	20	shall not exit	642eb10df1a7172dc591ffacb5165a3c8f107d8562ada24ccfaf75ce3f3ce770	Return command statuses and handle shell errors without masking specified diagnostics, abort behavior, or continuation behavior.	open	missing:tag_18_08.r020_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject tag_18_08.r020.
tag_18_08.r021	tag_18_08	21	yes	8a798890fe93817163b10b5f7bd2ca4d25d84c52739a645a889c173eee7d9d3d	Return command statuses and handle shell errors without masking specified diagnostics, abort behavior, or continuation behavior.	open	missing:tag_18_08.r021_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject tag_18_08.r021.
tag_18_08.r022	tag_18_08	22	Redirection error with compound commands	f234cbf76ae1599de1428e2b8d03cb18f93eae2e53b5b5a0dd0f982d6b150cc3	Return command statuses and handle shell errors without masking specified diagnostics, abort behavior, or continuation behavior.	open	missing:tag_18_08.r022_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject tag_18_08.r022.
tag_18_08.r023	tag_18_08	23	may exit3	286428c6c02725516cda385cad27bfc6238923f2a672826ef71c946478ef0772	Return command statuses and handle shell errors without masking specified diagnostics, abort behavior, or continuation behavior.	open	missing:tag_18_08.r023_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject tag_18_08.r023.
tag_18_08.r024	tag_18_08	24	shall not exit	642eb10df1a7172dc591ffacb5165a3c8f107d8562ada24ccfaf75ce3f3ce770	Return command statuses and handle shell errors without masking specified diagnostics, abort behavior, or continuation behavior.	open	missing:tag_18_08.r024_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject tag_18_08.r024.
tag_18_08.r025	tag_18_08	25	yes	8a798890fe93817163b10b5f7bd2ca4d25d84c52739a645a889c173eee7d9d3d	Return command statuses and handle shell errors without masking specified diagnostics, abort behavior, or continuation behavior.	open	missing:tag_18_08.r025_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject tag_18_08.r025.
tag_18_08.r026	tag_18_08	26	Redirection error with function execution	9bee958f44b8b6ce46d74f669a6211305e12c63c48404175ef71d308d52562b3	Return command statuses and handle shell errors without masking specified diagnostics, abort behavior, or continuation behavior.	open	missing:tag_18_08.r026_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject tag_18_08.r026.
tag_18_08.r027	tag_18_08	27	may exit3	286428c6c02725516cda385cad27bfc6238923f2a672826ef71c946478ef0772	Return command statuses and handle shell errors without masking specified diagnostics, abort behavior, or continuation behavior.	open	missing:tag_18_08.r027_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject tag_18_08.r027.
tag_18_08.r028	tag_18_08	28	shall not exit	642eb10df1a7172dc591ffacb5165a3c8f107d8562ada24ccfaf75ce3f3ce770	Return command statuses and handle shell errors without masking specified diagnostics, abort behavior, or continuation behavior.	open	missing:tag_18_08.r028_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject tag_18_08.r028.
tag_18_08.r029	tag_18_08	29	yes	8a798890fe93817163b10b5f7bd2ca4d25d84c52739a645a889c173eee7d9d3d	Return command statuses and handle shell errors without masking specified diagnostics, abort behavior, or continuation behavior.	open	missing:tag_18_08.r029_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject tag_18_08.r029.
tag_18_08.r030	tag_18_08	30	Redirection error with other utilities (not special built-ins)	91331a1b7d6e9aaafad4690cd52b1ae69aca7d752186f9d440fa149fb0d8338e	Return command statuses and handle shell errors without masking specified diagnostics, abort behavior, or continuation behavior.	open	missing:tag_18_08.r030_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject tag_18_08.r030.
tag_18_08.r031	tag_18_08	31	shall not exit	642eb10df1a7172dc591ffacb5165a3c8f107d8562ada24ccfaf75ce3f3ce770	Return command statuses and handle shell errors without masking specified diagnostics, abort behavior, or continuation behavior.	open	missing:tag_18_08.r031_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject tag_18_08.r031.
tag_18_08.r032	tag_18_08	32	shall not exit	642eb10df1a7172dc591ffacb5165a3c8f107d8562ada24ccfaf75ce3f3ce770	Return command statuses and handle shell errors without masking specified diagnostics, abort behavior, or continuation behavior.	open	missing:tag_18_08.r032_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject tag_18_08.r032.
tag_18_08.r033	tag_18_08	33	yes	8a798890fe93817163b10b5f7bd2ca4d25d84c52739a645a889c173eee7d9d3d	Return command statuses and handle shell errors without masking specified diagnostics, abort behavior, or continuation behavior.	open	missing:tag_18_08.r033_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject tag_18_08.r033.
tag_18_08.r034	tag_18_08	34	Variable assignment error	fc00c27689f8626bf3b6bf00da46c076b2772f8d01f8f9aee7b0d3a2b951fd64	Return command statuses and handle shell errors without masking specified diagnostics, abort behavior, or continuation behavior.	open	missing:tag_18_08.r034_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject tag_18_08.r034.
tag_18_08.r035	tag_18_08	35	shall exit	2ecb0e5145b339706c7b8be6238ff31670009b0db74e67d9ffdd848f18025245	Return command statuses and handle shell errors without masking specified diagnostics, abort behavior, or continuation behavior.	open	missing:tag_18_08.r035_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject tag_18_08.r035.
tag_18_08.r036	tag_18_08	36	shall not exit	642eb10df1a7172dc591ffacb5165a3c8f107d8562ada24ccfaf75ce3f3ce770	Return command statuses and handle shell errors without masking specified diagnostics, abort behavior, or continuation behavior.	open	missing:tag_18_08.r036_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject tag_18_08.r036.
tag_18_08.r037	tag_18_08	37	yes	8a798890fe93817163b10b5f7bd2ca4d25d84c52739a645a889c173eee7d9d3d	Return command statuses and handle shell errors without masking specified diagnostics, abort behavior, or continuation behavior.	open	missing:tag_18_08.r037_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject tag_18_08.r037.
tag_18_08.r038	tag_18_08	38	Expansion error	8edf9c5e3eadca7c7a02200e14d09423977c8e182000bce23961d8c5b4198093	Return command statuses and handle shell errors without masking specified diagnostics, abort behavior, or continuation behavior.	open	missing:tag_18_08.r038_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject tag_18_08.r038.
tag_18_08.r039	tag_18_08	39	shall exit	2ecb0e5145b339706c7b8be6238ff31670009b0db74e67d9ffdd848f18025245	Return command statuses and handle shell errors without masking specified diagnostics, abort behavior, or continuation behavior.	open	missing:tag_18_08.r039_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject tag_18_08.r039.
tag_18_08.r040	tag_18_08	40	shall not exit	642eb10df1a7172dc591ffacb5165a3c8f107d8562ada24ccfaf75ce3f3ce770	Return command statuses and handle shell errors without masking specified diagnostics, abort behavior, or continuation behavior.	open	missing:tag_18_08.r040_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject tag_18_08.r040.
